periode_data;gedung;kabupaten_kota;kecamatan;kelurahan;rw;alamat;status_rw_kumuh;isp;skema_penyediaan;jumlah_wifi;longitude;latitude;besaran_bandwidth;status
202303;MOLECOOL;Jakarta Barat;Taman Sari;Taman Sari;;Jl. Taman Sari;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.182563;106.818034;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Tanjung Duren Barat 1 Jl. Komp. Graha Indahgreen Ville Pertigaan Jl. Green VIlle, Duri Kepa;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.346996;106.814177;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kedoya Selatan;;Jl. Panjang No 34, Kedoya Selatan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.257075;106.870657;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kedoya Selatan;;Jl. Perjuangan/Panjang No 26, Kedoya Selatan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.203201;106.868964;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kelapa Dua;;Jl. Panjang;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.140184;106.883483;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kelapa Dua;;Jl. Panjang, Pertigaan Jl. Anggrek, Kelapa Dua;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.202056;106.886976;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Kemanggisan;;Jl. Kemanggisan Utama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.143579;106.890925;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Selatan;;Jl. Pesanggrahan Sebrang Rumah No. 9;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.122119;106.905557;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Meruya Ilir perempatan Jl. Srengseng Sawah;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.221433;106.910893;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Barat;;Jl. Kamal Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.206654;106.80801;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Duri Permai 1Pertigaan Jl. Duta Buntu, Duri Kepa;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.274695;106.818294;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Green Ville;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.140782;106.758209;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Mangga 19, Duri Kepa (depan SD);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.251509;106.842589;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Wijaya Kusuma;;Jl. Daan Mogot sebrang Suzuki IndoMobil;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.13995;106.82075;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Kosambi Timur Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;1;-6.166024;106.834881;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Jelambar;;Jl. Jelambar Timur (dekat Jl. Prof. Dr. Latumeten);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.187385;106.840648;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Joglo;;Jl. Raya Joglo, Median Jl., Joglo;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.206867;106.849335;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Kemanggisan;;Jl. Budi Raya Depan Mesjid Al Hud;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;1;-6.188461;106.823;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Lingkar Luar;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.15574;106.843806;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Selatan;;Jl. Kembangan Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.15337;106.844694;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Taman Sari;Maphar;;Jl. Mangga besar raya (depan bank Victoria);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.181209;106.851661;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Meruya Utara;;Jl. Meruya Utara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.208909;106.821389;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Pegadungan;;Jl. Puri Cendana Boulevard Utara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.167458;106.826464;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Rawa Buaya;;Jl. Kedele Raya (Samping Tong Sampah);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.160976;106.824576;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Daan Mogot sebrang Toko Besi Mega Baja;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.163408;106.82298;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Rawa Buaya;;Jl. Raya Bojong Indah (samping Warteg depan Bengkel);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.15614;106.852003;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Rawa Buaya;;Jl. Lingkar Luar;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.160181;106.855163;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Rawa Buaya;;Jl. Lingkar Luar Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.200016;106.820235;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Dharma kencana;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.194046;106.8178415;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Dharma kencana;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.18297;106.82993;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Manggis;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.183253;106.822575;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Raya Pos Pengumben, Samping Ayu Cell, Srengseng;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.199709;106.8542;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Raya Pos Pengumben;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192413157;106.8484075;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Raya Pos Pengumben, Samping Ayu Cell, Srengseng;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.197512135;106.8518405;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Srengseng Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.180794;106.842808;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Tambora;Jembatan Lima;;Jl. Krendang Utara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.187181;106.848692;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Tanjung Duren Utara 3 pertigaan Jl. Tanjung Duren Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.146863643;106.8319361;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Daan Mogot Sebrang Suzuki;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.19539;106.823656;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Letjen S. Parman sebrang Hotel Grand Tropic;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192225;106.833118;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Letjen S. Parman sebrang Hotel Grand Tropic;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192225;106.833118;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Tanjung Duren Barat perempatan Jl. Tanjung Duren Barat 1;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.198995803;106.8400343;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;;Jl. Tanjung Duren Barat sebrang Markas karaoke;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.200946558;106.8378901;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Jelambar;3;Jl. Hemat 1 (samping pos) RT.03 RW.03, Kel. Jelambar, Kec. Grogol petamburan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.167617;106.831702;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Patra;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.197556;106.856251;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Sukabumi Utara;;Jl. Bumi Indah ;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.200699;106.8430766;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Buana Biru Besar Ii;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.16738;106.82134;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Kembangan Utama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192092698;106.8698874;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Pulau Sepa Perempatan Jl. Pulau Bira, Jl. Pulau Matahari III Jl. Pulai Bira I;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192735;106.8646696;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Buana Biru Besar I Perempatan Jl. Buana Biru Besar;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.172813;106.861844;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Pulu Pantara I Dekat Pos;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.177295;106.838337;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Kebon Jeruk Indah Utama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.172676;106.840904;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Kemanggisan;;Jl. Kemanggisan Utama Depan Cahaya Auto Mobil;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.154966;106.859263;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Slipi;;Jl. Kemanggisan Utama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.17502;106.84516;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Palmerah;;Jl. Pakembangan I/ Inspeksi Slipi;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.17488;106.85213;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Slipi;;Jl. Ks. Tubun 3;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.179659972;106.847957;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Taman Sari;Mangga Besar;;Jl. Hayam wuruk (seberang dwi daya, tepi sungai);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.203589;106.802732;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Galunggung raya (tepi kali (depan TB. Berkat);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.216431;106.8150897;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Kamal Cengkareng;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.167394469;106.8654221;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;2;Jl. Lkr. Luar Barat RT.5/RW.2;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.164317921;106.863138;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Joglo;;Jl. Raya Pos Pengumben;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.183464;106.869392;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Joglo;;Jl. Taman alfa indah no.34;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.174276;106.86133;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kalideres;;Jl. Beringin Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.176157;106.860606;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kamal;;Jl. Atang Sanjaya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.181044;106.867792;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kamal;;Jl. Benda raya (tepi kali depan TB. Cahaya Abadi);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.17632;106.870826;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kamal;;Jl. Benda raya (tepi kali depan TB. Cahaya Abadi);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.179211585;106.8716864;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Kapuk;;Jl. Pedongkelan raya (tepi kali depan mulya motor);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.176248;106.868223;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Kapuk;;Jl. Pedongkelaran raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.178111;106.810242;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Selatan;;Jl. Lingkar Luar Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.161451;106.808138;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl.Pulo selayar I;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.163028;106.802063;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Taman Sari;Maphar;;Jl. Tangki;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.179708;106.818217;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Meruya Selatan;;Jl.H Juhri;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.154522;106.839708;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Meruya Selatan;;Jl.H Juhri;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.148501;106.83801;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Meruya Utara;;Jl. Permata Meruya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.181315;106.856336;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Pegadungan;;Jl. Tanjung Pura;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.181884;106.816595;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Lingkar Luar;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.15535;106.827094;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Utara;4;Unnamed Road, RT.6/RW.4, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.188638;106.8151023;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Tegal Alur;;Jl. Raya Kamal Benda;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.16399;106.826727;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Tegal Alur;;Jl. Raya Prepedan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.162916667;106.8491667;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tomang;;Jl. Mandala Timur Rawa Kepa (sebelah barat SMPN 286 Jakarta Barat);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.16073;106.850581;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Barat;;Jl. Kamal Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.16073;106.850581;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Gunung Galunggung;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.191027;106.812842;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Bangun Nusa Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.184149;106.838642;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Duri Kepa;;Jl. Kepa Duri Mas;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.19671;106.826096;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Joglo;;Jl. Taman alfa Indah Blok A18 (Median);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.167948;106.836098;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kebon Jeruk;;Jl. Gili Sampeng;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.157883;106.8341;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kelapa Dua;;Jl. Panjang Arteri Klp.Dua;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.157883;106.8341;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Srengseng;;Jl. Taman Jeruk Boulevard;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.202514;106.8472779;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Sukabumi Selatan;;Jl. Pahlawan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.19102;106.806196;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Sukabumi Utara;;Jl. Pos Pengumben;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.176981;106.819783;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Jatipulo;;Jl. Semangka raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.168229;106.810782;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Cengkareng Timur;;Jl. Daan Mogot;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.165189;106.816432;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kalideres;;Jl. Daan Mogot;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.165189;106.816432;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kalideres;Kalideres;;Jl. Daan Mogot;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.162841;106.810523;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Al Falah;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.193515;106.856495;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Duri Kosambi;;Jl. Al Falah;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.192101;106.873497;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Kemanggisan;;Jl. Inspeksi Kali Grogol;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.184638889;106.862297;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Tambora;Jembatan Lima;;Jl. Pangeran Tubagus Angke;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.189178;106.859549;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Tambora;Jembatan Lima;;Jl. Pangeran Tubagus Angke;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.190757;106.862172;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Palmerah;Palmerah;;Jl. Raya Kebayoran Lama depan gang abc - kel.sukabumi selatan - kec.kebon jeruk - kota jakarta selatan - propinsi Jakarta;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.175058;106.822912;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Selatan;;Jl. Puri Kencana;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.172652;106.830266;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Taman Sari;Krukut;;Jl. Kyai H. Zainul Arifin;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.180385;106.828923;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Kapuk;;Jl. Boulevard Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.19227;106.841781;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Kapuk;;Jl. Boulevard Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.188032145;106.8328918;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Cengkareng;Kapuk;;Jl. Cengkareng Indah Blok G.A;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.188032145;106.8328918;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kebon Jeruk;Kebon Jeruk;;Jl. Mawar I;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.197945;106.823408;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Kembangan;Kembangan Utara;;Jl. Basmol;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.191722;106.8360444;10-30- Mbps;online
202303;MOLECOOL;Jakarta Barat;Grogol Petamburan;Tanjung Duren Selatan;;Jl.Tanjung Duren Timur II No.30, Jakarta Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.182950452;106.8274192;10-30- Mbps;online
202303;RPTRA;Jakarta Utara;Cilincing;Sukapura;7;Jl. Manunggal Juang II RT 002 RW 07;Non Kumuh;Hipernet;Jakwifi Apbd;1;6.154902723;106.924404;10-50 Mbps;online
202303;RPTRA;Jakarta Utara;Tanjung Priok;Sunter Agung;11;Jl. Agung Permai 4 RT 002 RW 011;Non Kumuh;Hipernet;Jakwifi Apbd;1;6.140094447;106.8631088;10-50 Mbps;online
202303;RPTRA;Jakarta Utara;Tanjung Priok;Sunter Agung;13;Jl. Sunter Karya Timur No. 12 RT 012 RW 013;Non Kumuh;Hipernet;Jakwifi Apbd;1;6.140068451;106.8715826;10-50 Mbps;online
202303;RPTRA;Jakarta Utara;Tanjung Priok;Sunter Jaya;3;Jl. H. Amsir RT 008 RW 03;Non Kumuh;Hipernet;Jakwifi Apbd;1;6.156105489;106.8677094;10-50 Mbps;online
202303;RPTRA;Jakarta Utara;Tanjung Priok;Sunter Jaya;1;Jl. Telaga Murni RT 021 RW 01;Non Kumuh;Hipernet;Jakwifi Apbd;1;6.149398785;106.8625904;10-50 Mbps;online
202303;RPTRA;Jakarta Pusat;Senen;Kenari;4;Jl. Kenari 2 RT 001 RW 04;Ringan;HSP;Jakwifi Apbd;1;6.194004439;106.8453617;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Cilandak;Cilandak Barat;2;Jl. Intan Ujung No. 19,  RT 002 RW 02;Non Kumuh;HSP;Jakwifi Apbd;1;6.291211267;106.8086475;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Cilandak;Pondok Labu;3;Jl. Bango IV, No. 62, RT 009 RW 03;Non Kumuh;HSP;Jakwifi Apbd;1;6.3042085;106.8077584;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Jagakarsa;Ciganjur;5;Jl. Rm. Kahfi 1, Gg. Jangkrik RT 006 RW 05;Non Kumuh;HSP;Jakwifi Apbd;1;-6.341269458;106.8081576;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Jagakarsa;Cipedak;4;Jl. Panjang No. 39, RT 006 RW 04;Non Kumuh;HSP;Jakwifi Apbd;1;6.348464308;106.8055046;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Jagakarsa;Jagakarsa;4;Jl. Jagakarsa Raya, Gg. H. Saamah, RT 007 RW 04;Non Kumuh;HSP;Jakwifi Apbd;1;6.182547534;106.871319;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Kebayoran Lama;kebayoran lama selatan;10;Jl. Nimun Raya Gg Kibagus Haji Merah, RT 007 RW 10;Non Kumuh;HSP;Jakwifi Apbd;1;6.258138803;106.7728645;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Mampang Prapatan;Mampang Prapatan;1;Jl. Kapten Tendean, Gg Jati RT 014 RW 01;Non Kumuh;HSP;Jakwifi Apbd;1;6.242007513;106.8237423;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Pasar Minggu;Jati Padang;4;Jl. Raya Jatipadang, RT 003 RW 04;Non Kumuh;HSP;Jakwifi Apbd;1;6.294223563;106.8279145;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Pasar Minggu;Kebagusan;3;Jl. Waru RT 013 RW 03;Sangat Ringan;HSP;Jakwifi Apbd;1;6.312523401;106.8331352;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Pasar Minggu;Kebagusan;7;Jl. Mansyur RT 07 RW 07;Non Kumuh;HSP;Jakwifi Apbd;1;6.303231012;106.8295084;10-50 Mbps;online
202303;RPTRA;Jakarta Selatan;Pasar Minggu;Pejaten Timur;6;Jl. Pagujaten Raya RT 016 RW 06;Non Kumuh;HSP;Jakwifi Apbd;1;6.280010441;106.8458363;10-50 Mbps;online
